left_eye_left_side_white,left_eye_right_side_white,right_eye_left_side_white,right_eye_right_side_white,left_ratio,right_ratio,eye_ratio
2,14,30,28,0.14,0.14,0.14
7,15,33,27,0.47,0.47,0.47
11,16,36,37,0.69,0.69,0.69
8,13,38,33,0.62,0.62,0.62
10,15,38,31,0.67,0.67,0.67
10,16,38,32,0.62,0.62,0.62
9,13,41,36,0.69,0.69,0.69
11,19,35,28,0.58,0.58,0.58
12,17,36,32,0.71,0.71,0.71
15,20,40,38,0.75,0.75,0.75
15,17,39,34,0.88,0.88,0.88
14,20,39,39,0.7,0.7,0.7
15,16,40,33,0.94,0.94,0.94
16,14,44,39,1.14,1.14,1.14
13,11,43,38,1.18,1.18,1.18
9,13,38,34,0.69,0.69,0.69
18,13,40,36,1.38,1.38,1.38
18,10,39,38,1.8,1.8,1.8
20,7,39,39,2.86,2.86,2.86
16,11,36,37,1.45,1.45,1.45
15,12,37,30,1.25,1.25,1.25
15,10,37,36,1.5,1.5,1.5
13,15,33,35,0.87,0.87,0.87
14,16,35,35,0.88,0.88,0.88
15,12,33,39,1.25,1.25,1.25
14,11,33,27,1.27,1.27,1.27
10,11,36,28,0.91,0.91,0.91
10,11,31,35,0.91,0.91,0.91
14,7,27,30,2.0,2.0,2.0
12,8,31,30,1.5,1.5,1.5
21,9,36,37,2.33,2.33,2.33
19,8,36,36,2.38,2.38,2.38
16,6,39,30,2.67,2.67,2.67
18,7,30,34,2.57,2.57,2.57
15,9,27,28,1.67,1.67,1.67
18,3,34,30,6.0,6.0,6.0
15,2,29,29,7.5,7.5,7.5
18,2,40,33,9.0,9.0,9.0
9,1,31,29,9.0,9.0,9.0
11,4,35,31,2.75,2.75,2.75
16,3,31,35,5.33,5.33,5.33
10,4,30,27,2.5,2.5,2.5
10,3,33,31,3.33,3.33,3.33
11,5,36,31,2.2,2.2,2.2
15,5,35,36,3.0,3.0,3.0
17,3,34,36,5.67,5.67,5.67
16,2,35,30,8.0,8.0,8.0
14,6,34,29,2.33,2.33,2.33
13,4,33,32,3.25,3.25,3.25
6,9,33,37,0.67,0.67,0.67
13,5,25,40,2.6,2.6,2.6
10,12,23,35,0.83,0.83,0.83
9,11,26,28,0.82,0.82,0.82
3,8,23,35,0.38,0.38,0.38
11,9,21,30,1.22,1.22,1.22
12,7,33,43,1.71,1.71,1.71
8,4,30,30,2.0,2.0,2.0
11,4,29,35,2.75,2.75,2.75
3,4,22,35,0.75,0.75,0.75
5,11,26,26,0.45,0.45,0.45
7,13,23,41,0.54,0.54,0.54
10,12,23,40,0.83,0.83,0.83
5,14,23,32,0.36,0.36,0.36
9,13,22,31,0.69,0.69,0.69
11,10,23,34,1.1,1.1,1.1
8,12,22,34,0.67,0.67,0.67
12,13,24,42,0.92,0.92,0.92
7,14,19,37,0.5,0.5,0.5
9,11,24,41,0.82,0.82,0.82
11,9,22,40,1.22,1.22,1.22
11,12,24,35,0.92,0.92,0.92
6,11,19,36,0.55,0.55,0.55
7,10,21,31,0.7,0.7,0.7
6,6,19,35,1.0,1.0,1.0
4,6,17,34,0.67,0.67,0.67
8,7,21,32,1.14,1.14,1.14
3,8,18,24,0.38,0.38,0.38
2,6,14,26,0.33,0.33,0.33
1,1,13,28,1.0,1.0,1.0
2,5,7,30,0.4,0.4,0.4
2,12,2,28,0.17,0.17,0.17
2,12,3,37,0.17,0.17,0.17
1,12,4,37,0.08,0.08,0.08
1,13,1,39,0.08,0.08,0.08
2,14,1,36,0.14,0.14,0.14
1,24,2,41,0.04,0.04,0.04
1,13,4,32,0.08,0.08,0.08
2,3,8,27,0.67,0.67,0.67
1,2,6,23,0.5,0.5,0.5
1,14,3,22,0.07,0.07,0.07
2,4,4,18,0.5,0.5,0.5
1,10,6,30,0.1,0.1,0.1
1,6,7,23,0.17,0.17,0.17
2,6,4,23,0.33,0.33,0.33
2,8,3,28,0.25,0.25,0.25
1,9,1,25,0.11,0.11,0.11
2,12,1,28,0.17,0.17,0.17
1,16,2,35,0.06,0.06,0.06
1,21,1,35,0.05,0.05,0.05
1,28,2,43,0.04,0.04,0.04
2,29,3,45,0.07,0.07,0.07
1,27,2,45,0.04,0.04,0.04
1,31,1,48,0.03,0.03,0.03
1,29,2,43,0.03,0.03,0.03
2,33,3,40,0.06,0.06,0.06
1,29,2,47,0.03,0.03,0.03
2,30,2,48,0.07,0.07,0.07
1,30,1,35,0.03,0.03,0.03
1,30,1,43,0.03,0.03,0.03
1,31,2,45,0.03,0.03,0.03
2,27,1,42,0.07,0.07,0.07
1,29,2,47,0.03,0.03,0.03
2,33,2,44,0.06,0.06,0.06
1,32,2,47,0.03,0.03,0.03
2,30,2,43,0.07,0.07,0.07
2,32,2,48,0.06,0.06,0.06
1,27,2,42,0.04,0.04,0.04
1,33,3,46,0.03,0.03,0.03
1,28,2,46,0.04,0.04,0.04
2,14,2,36,0.14,0.14,0.14
2,9,1,31,0.22,0.22,0.22
2,7,8,31,0.29,0.29,0.29
1,11,5,32,0.09,0.09,0.09
1,12,5,27,0.08,0.08,0.08
4,7,6,31,0.57,0.57,0.57
2,10,8,38,0.2,0.2,0.2
1,18,2,38,0.06,0.06,0.06
3,33,1,45,0.09,0.09,0.09
1,30,1,43,0.03,0.03,0.03
1,31,1,41,0.03,0.03,0.03
1,1,9,16,1.0,1.0,1.0
2,1,12,17,2.0,2.0,2.0
3,2,11,21,1.5,1.5,1.5
2,5,7,26,0.4,0.4,0.4
1,2,16,18,0.5,0.5,0.5
5,3,14,23,1.67,1.67,1.67
3,1,16,16,3.0,3.0,3.0
3,2,13,19,1.5,1.5,1.5
1,3,22,24,0.33,0.33,0.33
5,4,22,19,1.25,1.25,1.25
6,3,20,28,2.0,2.0,2.0
1,2,16,24,0.5,0.5,0.5
3,1,18,29,3.0,3.0,3.0
1,2,15,15,0.5,0.5,0.5
2,1,15,25,2.0,2.0,2.0
1,4,15,26,0.25,0.25,0.25
2,2,16,24,1.0,1.0,1.0
3,2,14,24,1.5,1.5,1.5
1,1,16,25,1.0,1.0,1.0
1,2,17,21,0.5,0.5,0.5
2,3,16,21,0.67,0.67,0.67
6,2,17,18,3.0,3.0,3.0
1,1,20,21,1.0,1.0,1.0
2,1,22,25,2.0,2.0,2.0
3,3,19,15,1.0,1.0,1.0
1,2,20,10,0.5,0.5,0.5
6,1,17,26,6.0,6.0,6.0
2,2,24,20,1.0,1.0,1.0
1,1,19,20,1.0,1.0,1.0
2,3,23,22,0.67,0.67,0.67
5,2,21,22,2.5,2.5,2.5
5,2,18,21,2.5,2.5,2.5
5,2,23,20,2.5,2.5,2.5
2,3,16,19,0.67,0.67,0.67
6,1,23,18,6.0,6.0,6.0
4,2,17,26,2.0,2.0,2.0
3,2,26,22,1.5,1.5,1.5
3,3,28,25,1.0,1.0,1.0
1,1,17,16,1.0,1.0,1.0
6,3,20,22,2.0,2.0,2.0
1,3,19,25,0.33,0.33,0.33
2,2,15,27,1.0,1.0,1.0
2,5,14,29,0.4,0.4,0.4
1,17,1,37,0.06,0.06,0.06
1,18,1,40,0.06,0.06,0.06
2,21,4,37,0.1,0.1,0.1
1,20,1,32,0.05,0.05,0.05
2,17,1,37,0.12,0.12,0.12
1,24,2,35,0.04,0.04,0.04
1,22,1,41,0.05,0.05,0.05
1,23,2,41,0.04,0.04,0.04
2,21,1,39,0.1,0.1,0.1
1,28,2,35,0.04,0.04,0.04
1,27,2,45,0.04,0.04,0.04
1,35,2,46,0.03,0.03,0.03
1,31,2,43,0.03,0.03,0.03
2,33,2,43,0.06,0.06,0.06
1,35,2,50,0.03,0.03,0.03
1,31,2,39,0.03,0.03,0.03
3,32,2,50,0.09,0.09,0.09
1,33,1,44,0.03,0.03,0.03
1,32,1,48,0.03,0.03,0.03
1,33,1,46,0.03,0.03,0.03
2,32,1,45,0.06,0.06,0.06
3,27,1,44,0.11,0.11,0.11
1,13,2,34,0.08,0.08,0.08
1,12,3,33,0.08,0.08,0.08
1,7,4,31,0.14,0.14,0.14
1,7,7,32,0.14,0.14,0.14
2,18,2,39,0.11,0.11,0.11
2,21,2,25,0.1,0.1,0.1
1,30,1,39,0.03,0.03,0.03
1,31,2,42,0.03,0.03,0.03
2,27,1,36,0.07,0.07,0.07
2,13,3,31,0.15,0.15,0.15
2,12,1,34,0.17,0.17,0.17
2,7,6,25,0.29,0.29,0.29
1,9,4,32,0.11,0.11,0.11
1,6,9,31,0.17,0.17,0.17
2,22,1,39,0.09,0.09,0.09
1,23,1,35,0.04,0.04,0.04
2,2,2,21,1.0,1.0,1.0
1,5,9,31,0.2,0.2,0.2
1,11,1,32,0.09,0.09,0.09
2,11,2,25,0.18,0.18,0.18
1,7,3,30,0.14,0.14,0.14
2,8,4,35,0.25,0.25,0.25
1,8,5,31,0.12,0.12,0.12
1,7,4,32,0.14,0.14,0.14
1,14,1,29,0.07,0.07,0.07
3,24,1,38,0.12,0.12,0.12
2,26,1,43,0.08,0.08,0.08
2,16,1,28,0.12,0.12,0.12
4,2,9,26,2.0,2.0,2.0
1,2,13,22,0.5,0.5,0.5
5,1,14,28,5.0,5.0,5.0
2,1,13,31,2.0,2.0,2.0
2,16,1,39,0.12,0.12,0.12
3,16,2,35,0.19,0.19,0.19
1,24,2,40,0.04,0.04,0.04
1,15,1,38,0.07,0.07,0.07
1,19,2,39,0.05,0.05,0.05
1,18,1,37,0.06,0.06,0.06
1,7,5,33,0.14,0.14,0.14
2,2,5,31,1.0,1.0,1.0
1,4,10,23,0.25,0.25,0.25
1,4,8,25,0.25,0.25,0.25
2,1,12,29,2.0,2.0,2.0
1,3,16,30,0.33,0.33,0.33
1,3,10,21,0.33,0.33,0.33
1,2,13,28,0.5,0.5,0.5
2,4,12,28,0.5,0.5,0.5
4,3,12,28,1.33,1.33,1.33
1,2,12,27,0.5,0.5,0.5
1,3,9,26,0.33,0.33,0.33
3,3,8,25,1.0,1.0,1.0
2,1,12,25,2.0,2.0,2.0
2,2,12,27,1.0,1.0,1.0
1,3,4,32,0.33,0.33,0.33
1,8,4,34,0.12,0.12,0.12
2,11,1,36,0.18,0.18,0.18
2,5,5,33,0.4,0.4,0.4
1,5,5,31,0.2,0.2,0.2
1,10,5,39,0.1,0.1,0.1
2,5,3,35,0.4,0.4,0.4
2,1,9,22,2.0,2.0,2.0
2,7,4,33,0.29,0.29,0.29
1,11,4,32,0.09,0.09,0.09
1,8,4,28,0.12,0.12,0.12
2,6,2,36,0.33,0.33,0.33
1,9,3,41,0.11,0.11,0.11
2,8,6,33,0.25,0.25,0.25
2,8,6,35,0.25,0.25,0.25
1,6,1,12,0.17,0.17,0.17
2,2,10,19,1.0,1.0,1.0
1,4,6,37,0.25,0.25,0.25
1,3,4,38,0.33,0.33,0.33
1,6,2,35,0.17,0.17,0.17
1,14,1,39,0.07,0.07,0.07
1,7,4,33,0.14,0.14,0.14
1,10,4,36,0.1,0.1,0.1
1,18,2,36,0.06,0.06,0.06
2,14,1,40,0.14,0.14,0.14
2,19,2,42,0.11,0.11,0.11
1,19,1,39,0.05,0.05,0.05
2,2,10,32,1.0,1.0,1.0
2,1,2,24,2.0,2.0,2.0
1,1,6,24,1.0,1.0,1.0
2,4,6,20,0.5,0.5,0.5
1,14,1,28,0.07,0.07,0.07
1,17,3,24,0.06,0.06,0.06
1,14,1,27,0.07,0.07,0.07
2,6,7,32,0.33,0.33,0.33
5,4,19,26,1.25,1.25,1.25
7,5,26,27,1.4,1.4,1.4
4,5,22,28,0.8,0.8,0.8
11,2,26,28,5.5,5.5,5.5
4,14,3,41,0.29,0.29,0.29
4,22,5,41,0.18,0.18,0.18
4,23,5,42,0.17,0.17,0.17
3,26,7,40,0.12,0.12,0.12
2,27,8,39,0.07,0.07,0.07
3,30,7,36,0.1,0.1,0.1
2,33,10,47,0.06,0.06,0.06
4,26,12,45,0.15,0.15,0.15
3,27,8,45,0.11,0.11,0.11
3,28,15,43,0.11,0.11,0.11
4,30,15,48,0.13,0.13,0.13
3,29,15,43,0.1,0.1,0.1
5,24,19,45,0.21,0.21,0.21
11,16,30,36,0.69,0.69,0.69
13,17,31,34,0.76,0.76,0.76
12,12,30,47,1.0,1.0,1.0
13,17,33,30,0.76,0.76,0.76
12,17,31,37,0.71,0.71,0.71
10,16,28,35,0.62,0.62,0.62
13,18,33,46,0.72,0.72,0.72
11,18,31,43,0.61,0.61,0.61
13,15,29,44,0.87,0.87,0.87
14,16,37,46,0.88,0.88,0.88
15,17,30,41,0.88,0.88,0.88
15,17,33,43,0.88,0.88,0.88
13,19,35,43,0.68,0.68,0.68
15,18,36,51,0.83,0.83,0.83
4,34,15,37,0.12,0.12,0.12
4,35,15,54,0.11,0.11,0.11
4,34,18,50,0.12,0.12,0.12
5,40,17,49,0.12,0.12,0.12
7,39,15,47,0.18,0.18,0.18
5,34,17,56,0.15,0.15,0.15
4,34,14,48,0.12,0.12,0.12
3,34,16,45,0.09,0.09,0.09
3,37,12,50,0.08,0.08,0.08
5,38,11,45,0.13,0.13,0.13
3,39,17,55,0.08,0.08,0.08
2,37,15,49,0.05,0.05,0.05
9,40,15,56,0.23,0.23,0.23
6,37,18,53,0.16,0.16,0.16
4,40,13,55,0.1,0.1,0.1
4,31,17,55,0.13,0.13,0.13
8,37,16,54,0.22,0.22,0.22
5,20,27,49,0.25,0.25,0.25
17,20,30,59,0.85,0.85,0.85
16,17,33,44,0.94,0.94,0.94
12,24,33,52,0.5,0.5,0.5
21,24,35,47,0.88,0.88,0.88
22,18,38,46,1.22,1.22,1.22
18,17,37,46,1.06,1.06,1.06
17,23,34,53,0.74,0.74,0.74
20,16,37,50,1.25,1.25,1.25
17,22,34,43,0.77,0.77,0.77
21,13,45,44,1.62,1.62,1.62
27,7,57,41,3.86,3.86,3.86
24,8,56,44,3.0,3.0,3.0
24,8,60,43,3.0,3.0,3.0
21,9,60,41,2.33,2.33,2.33
29,10,61,41,2.9,2.9,2.9
25,9,58,43,2.78,2.78,2.78
23,11,53,42,2.09,2.09,2.09
14,11,48,42,1.27,1.27,1.27
1,12,8,17,0.08,0.08,0.08
2,12,12,21,0.17,0.17,0.17
3,13,15,22,0.23,0.23,0.23
2,12,14,16,0.17,0.17,0.17
2,13,21,18,0.15,0.15,0.15
1,25,15,36,0.04,0.04,0.04
1,24,18,47,0.04,0.04,0.04
3,25,21,47,0.12,0.12,0.12
1,28,22,46,0.04,0.04,0.04
2,25,22,43,0.08,0.08,0.08
2,29,22,38,0.07,0.07,0.07
1,26,21,46,0.04,0.04,0.04
7,23,25,39,0.3,0.3,0.3
7,23,25,37,0.3,0.3,0.3
6,24,22,47,0.25,0.25,0.25
2,24,20,37,0.08,0.08,0.08
1,26,15,44,0.04,0.04,0.04
1,27,20,43,0.04,0.04,0.04
3,26,18,42,0.12,0.12,0.12
2,26,17,41,0.08,0.08,0.08
3,25,14,38,0.12,0.12,0.12
3,24,12,37,0.12,0.12,0.12
4,22,15,41,0.18,0.18,0.18
8,6,34,19,1.33,1.33,1.33
14,4,44,32,3.5,3.5,3.5
1,4,25,23,0.25,0.25,0.25
4,29,19,39,0.14,0.14,0.14
7,35,23,37,0.2,0.2,0.2
6,32,24,32,0.19,0.19,0.19
3,27,16,35,0.11,0.11,0.11
2,29,14,41,0.07,0.07,0.07
2,55,27,49,0.04,0.04,0.04
4,47,23,51,0.09,0.09,0.09
10,53,24,49,0.19,0.19,0.19
9,52,23,58,0.17,0.17,0.17
5,51,26,61,0.1,0.1,0.1
5,48,16,52,0.1,0.1,0.1
4,44,23,59,0.09,0.09,0.09
4,38,9,39,0.11,0.11,0.11
4,33,3,21,0.12,0.12,0.12
4,31,12,56,0.13,0.13,0.13
1,20,7,36,0.05,0.05,0.05
1,50,12,36,0.02,0.02,0.02
6,48,26,48,0.12,0.12,0.12
5,48,17,50,0.1,0.1,0.1
5,45,7,36,0.11,0.11,0.11
8,54,29,50,0.15,0.15,0.15
10,55,34,49,0.18,0.18,0.18
8,55,31,62,0.15,0.15,0.15
4,53,37,49,0.08,0.08,0.08
13,53,42,38,0.25,0.25,0.25
6,53,33,40,0.11,0.11,0.11
9,44,29,42,0.2,0.2,0.2
3,44,33,35,0.07,0.07,0.07
10,49,27,46,0.2,0.2,0.2
7,54,26,47,0.13,0.13,0.13
6,40,20,46,0.15,0.15,0.15
5,20,15,30,0.25,0.25,0.25
6,49,24,54,0.12,0.12,0.12
10,48,28,50,0.21,0.21,0.21
5,20,6,49,0.25,0.25,0.25
7,34,20,34,0.21,0.21,0.21
7,42,27,46,0.17,0.17,0.17
8,36,23,41,0.22,0.22,0.22
14,30,27,44,0.47,0.47,0.47
13,38,25,59,0.34,0.34,0.34
11,36,28,55,0.31,0.31,0.31
14,40,29,49,0.35,0.35,0.35
13,34,32,54,0.38,0.38,0.38
14,32,27,47,0.44,0.44,0.44
8,34,24,41,0.24,0.24,0.24
14,30,30,40,0.47,0.47,0.47
13,31,31,38,0.42,0.42,0.42
2,15,15,23,0.13,0.13,0.13
1,32,16,38,0.03,0.03,0.03
5,33,19,43,0.15,0.15,0.15
8,37,19,42,0.22,0.22,0.22
3,34,19,43,0.09,0.09,0.09
8,38,20,52,0.21,0.21,0.21
2,41,21,43,0.05,0.05,0.05
8,34,20,48,0.24,0.24,0.24
5,34,21,41,0.15,0.15,0.15
14,26,39,43,0.54,0.54,0.54
17,25,35,42,0.68,0.68,0.68
18,27,35,38,0.67,0.67,0.67
16,32,32,42,0.5,0.5,0.5
8,36,34,43,0.22,0.22,0.22
19,38,32,58,0.5,0.5,0.5
19,44,41,61,0.43,0.43,0.43
22,43,35,63,0.51,0.51,0.51
18,39,36,62,0.46,0.46,0.46
13,43,36,64,0.3,0.3,0.3
26,13,62,30,2.0,2.0,2.0
34,6,56,28,5.67,5.67,5.67
29,10,58,30,2.9,2.9,2.9
24,10,57,29,2.4,2.4,2.4
29,10,59,34,2.9,2.9,2.9
24,12,55,29,2.0,2.0,2.0
24,13,53,35,1.85,1.85,1.85
19,14,53,36,1.36,1.36,1.36
23,13,52,34,1.77,1.77,1.77
24,14,56,36,1.71,1.71,1.71
19,17,55,30,1.12,1.12,1.12
25,17,59,30,1.47,1.47,1.47
19,16,56,26,1.19,1.19,1.19
17,18,51,32,0.94,0.94,0.94
19,17,59,33,1.12,1.12,1.12
17,18,58,32,0.94,0.94,0.94
19,14,57,35,1.36,1.36,1.36
19,18,58,27,1.06,1.06,1.06
16,14,56,33,1.14,1.14,1.14
20,19,55,38,1.05,1.05,1.05
13,22,60,30,0.59,0.59,0.59
19,18,53,27,1.06,1.06,1.06
18,13,61,36,1.38,1.38,1.38
17,17,58,28,1.0,1.0,1.0
14,17,56,32,0.82,0.82,0.82
16,16,54,33,1.0,1.0,1.0
18,20,60,33,0.9,0.9,0.9
12,14,62,39,0.86,0.86,0.86
18,13,54,34,1.38,1.38,1.38
16,19,58,42,0.84,0.84,0.84
15,22,53,32,0.68,0.68,0.68
17,20,54,36,0.85,0.85,0.85
17,22,52,37,0.77,0.77,0.77
21,19,53,32,1.11,1.11,1.11
20,20,57,24,1.0,1.0,1.0
15,18,55,28,0.83,0.83,0.83
14,20,52,34,0.7,0.7,0.7
14,21,52,45,0.67,0.67,0.67
17,20,51,40,0.85,0.85,0.85
13,17,45,39,0.76,0.76,0.76
2,47,19,37,0.04,0.04,0.04
3,45,16,39,0.07,0.07,0.07
2,45,16,40,0.04,0.04,0.04
4,40,16,39,0.1,0.1,0.1
2,40,13,35,0.05,0.05,0.05
5,52,11,44,0.1,0.1,0.1
4,63,4,37,0.06,0.06,0.06
4,63,7,39,0.06,0.06,0.06
3,65,5,35,0.05,0.05,0.05
6,69,2,48,0.09,0.09,0.09
5,64,5,40,0.08,0.08,0.08
2,68,4,44,0.03,0.03,0.03
4,68,6,53,0.06,0.06,0.06
4,77,6,47,0.05,0.05,0.05
4,76,8,57,0.05,0.05,0.05
1,72,2,55,0.01,0.01,0.01
1,76,5,56,0.01,0.01,0.01
1,75,4,57,0.01,0.01,0.01
1,80,5,52,0.01,0.01,0.01
2,80,5,57,0.03,0.03,0.03
2,80,2,47,0.03,0.03,0.03
2,76,3,48,0.03,0.03,0.03
5,62,1,41,0.08,0.08,0.08
4,51,12,38,0.08,0.08,0.08
3,72,3,53,0.04,0.04,0.04
2,76,1,57,0.03,0.03,0.03
2,71,4,58,0.03,0.03,0.03
2,84,9,57,0.02,0.02,0.02
2,78,8,62,0.03,0.03,0.03
1,85,9,66,0.01,0.01,0.01
1,89,6,54,0.01,0.01,0.01
1,83,6,68,0.01,0.01,0.01
3,32,19,41,0.09,0.09,0.09
2,33,24,49,0.06,0.06,0.06
3,31,25,35,0.1,0.1,0.1
5,35,22,41,0.14,0.14,0.14
4,37,24,52,0.11,0.11,0.11
16,10,55,34,1.6,1.6,1.6
18,15,57,42,1.2,1.2,1.2
18,13,53,42,1.38,1.38,1.38
24,9,60,42,2.67,2.67,2.67
20,15,55,39,1.33,1.33,1.33
16,18,55,49,0.89,0.89,0.89
20,20,58,39,1.0,1.0,1.0
25,14,54,39,1.79,1.79,1.79
22,19,54,44,1.16,1.16,1.16
20,19,59,34,1.05,1.05,1.05
20,18,54,40,1.11,1.11,1.11
24,16,56,39,1.5,1.5,1.5
24,17,60,44,1.41,1.41,1.41
27,15,58,45,1.8,1.8,1.8
24,15,53,36,1.6,1.6,1.6
23,16,59,37,1.44,1.44,1.44
23,15,63,46,1.53,1.53,1.53
22,19,63,43,1.16,1.16,1.16
21,17,56,45,1.24,1.24,1.24
26,14,64,38,1.86,1.86,1.86
28,16,63,44,1.75,1.75,1.75
24,13,66,36,1.85,1.85,1.85
5,22,37,44,0.23,0.23,0.23
4,45,10,42,0.09,0.09,0.09
2,69,7,50,0.03,0.03,0.03
1,69,6,43,0.01,0.01,0.01
4,71,5,49,0.06,0.06,0.06
5,59,12,50,0.08,0.08,0.08
3,37,12,46,0.08,0.08,0.08
3,44,20,48,0.07,0.07,0.07
4,41,13,44,0.1,0.1,0.1
3,41,19,49,0.07,0.07,0.07
3,73,10,50,0.04,0.04,0.04
1,79,10,55,0.01,0.01,0.01
2,74,7,55,0.03,0.03,0.03
2,76,6,54,0.03,0.03,0.03
4,79,9,60,0.05,0.05,0.05
3,66,11,53,0.05,0.05,0.05
1,58,7,57,0.02,0.02,0.02
5,69,10,45,0.07,0.07,0.07
6,68,13,52,0.09,0.09,0.09
4,68,8,54,0.06,0.06,0.06
4,58,16,43,0.07,0.07,0.07
2,54,13,44,0.04,0.04,0.04
4,58,13,47,0.07,0.07,0.07
4,56,13,55,0.07,0.07,0.07
3,56,12,54,0.05,0.05,0.05
4,57,12,62,0.07,0.07,0.07
4,60,12,43,0.07,0.07,0.07
3,57,15,47,0.05,0.05,0.05
4,58,18,54,0.07,0.07,0.07
2,56,9,47,0.04,0.04,0.04
3,57,10,49,0.05,0.05,0.05
3,52,12,52,0.06,0.06,0.06
3,54,14,52,0.06,0.06,0.06
5,55,15,54,0.09,0.09,0.09
3,56,9,52,0.05,0.05,0.05
4,55,9,54,0.07,0.07,0.07
5,82,10,55,0.06,0.06,0.06
4,80,7,52,0.05,0.05,0.05
3,72,12,55,0.04,0.04,0.04
3,55,13,53,0.05,0.05,0.05
2,55,9,41,0.04,0.04,0.04
3,50,12,48,0.06,0.06,0.06
4,50,11,52,0.08,0.08,0.08
4,57,18,47,0.07,0.07,0.07
5,57,15,48,0.09,0.09,0.09
6,62,12,48,0.1,0.1,0.1
5,67,14,66,0.07,0.07,0.07
4,68,10,62,0.06,0.06,0.06
5,76,12,77,0.07,0.07,0.07
4,72,14,81,0.06,0.06,0.06
12,61,11,92,0.2,0.2,0.2
8,75,15,95,0.11,0.11,0.11
8,69,16,88,0.12,0.12,0.12
3,52,9,77,0.06,0.06,0.06
16,68,17,97,0.24,0.24,0.24
14,71,18,76,0.2,0.2,0.2
9,72,26,77,0.12,0.12,0.12
8,62,22,68,0.13,0.13,0.13
8,59,14,68,0.14,0.14,0.14
1,58,9,61,0.02,0.02,0.02
3,55,17,56,0.05,0.05,0.05
1,53,13,54,0.02,0.02,0.02
4,53,8,50,0.08,0.08,0.08
5,50,6,44,0.1,0.1,0.1
1,54,2,56,0.02,0.02,0.02
1,58,4,39,0.02,0.02,0.02
3,53,3,53,0.06,0.06,0.06
3,51,8,52,0.06,0.06,0.06
6,48,7,47,0.12,0.12,0.12
2,49,6,43,0.04,0.04,0.04
4,49,6,39,0.08,0.08,0.08
1,48,12,42,0.02,0.02,0.02
2,46,10,42,0.04,0.04,0.04
4,48,9,30,0.08,0.08,0.08
4,48,1,48,0.08,0.08,0.08
4,44,10,45,0.09,0.09,0.09
5,48,6,48,0.1,0.1,0.1
5,48,6,46,0.1,0.1,0.1
5,44,7,39,0.11,0.11,0.11
5,49,14,42,0.1,0.1,0.1
3,38,15,35,0.08,0.08,0.08
5,20,26,29,0.25,0.25,0.25
6,16,25,33,0.38,0.38,0.38
2,9,35,24,0.22,0.22,0.22
3,14,33,24,0.21,0.21,0.21
1,6,25,27,0.17,0.17,0.17
4,12,31,24,0.33,0.33,0.33
1,20,30,34,0.05,0.05,0.05
2,20,28,37,0.1,0.1,0.1
11,28,36,48,0.39,0.39,0.39
12,32,40,55,0.38,0.38,0.38
6,29,34,43,0.21,0.21,0.21
3,39,29,58,0.08,0.08,0.08
5,47,13,37,0.11,0.11,0.11
9,43,23,55,0.21,0.21,0.21
5,46,26,35,0.11,0.11,0.11
7,55,28,55,0.13,0.13,0.13
5,62,26,46,0.08,0.08,0.08
10,62,23,65,0.16,0.16,0.16
7,65,33,70,0.11,0.11,0.11
8,68,21,56,0.12,0.12,0.12
7,99,24,74,0.07,0.07,0.07
4,95,15,64,0.04,0.04,0.04
6,96,17,76,0.06,0.06,0.06
6,99,17,59,0.06,0.06,0.06
4,93,19,77,0.04,0.04,0.04
7,97,14,63,0.07,0.07,0.07
6,64,33,55,0.09,0.09,0.09
12,54,46,63,0.22,0.22,0.22
21,51,48,56,0.41,0.41,0.41
23,44,52,64,0.52,0.52,0.52
20,56,57,51,0.36,0.36,0.36
25,46,59,63,0.54,0.54,0.54
31,59,58,51,0.53,0.53,0.53
24,54,54,56,0.44,0.44,0.44
27,61,58,64,0.44,0.44,0.44
49,22,116,40,2.23,2.23,2.23
55,23,114,44,2.39,2.39,2.39
51,29,118,48,1.76,1.76,1.76
54,29,120,43,1.86,1.86,1.86
55,28,123,49,1.96,1.96,1.96
55,26,121,50,2.12,2.12,2.12
55,27,133,50,2.04,2.04,2.04
58,27,119,45,2.15,2.15,2.15
52,31,125,53,1.68,1.68,1.68
50,28,122,52,1.79,1.79,1.79
56,35,123,59,1.6,1.6,1.6
53,32,129,67,1.66,1.66,1.66
55,36,130,57,1.53,1.53,1.53
55,32,128,66,1.72,1.72,1.72
60,36,145,69,1.67,1.67,1.67
57,37,147,76,1.54,1.54,1.54
58,35,141,71,1.66,1.66,1.66
62,36,154,83,1.72,1.72,1.72
65,31,143,72,2.1,2.1,2.1
67,34,154,66,1.97,1.97,1.97
67,40,154,75,1.68,1.68,1.68
65,33,147,80,1.97,1.97,1.97
65,33,154,82,1.97,1.97,1.97
61,31,155,78,1.97,1.97,1.97
59,39,143,74,1.51,1.51,1.51
60,37,136,76,1.62,1.62,1.62
61,42,148,83,1.45,1.45,1.45
55,40,146,82,1.38,1.38,1.38
56,30,148,76,1.87,1.87,1.87
60,33,157,85,1.82,1.82,1.82
45,47,130,73,0.96,0.96,0.96
45,38,128,70,1.18,1.18,1.18
42,44,139,77,0.95,0.95,0.95
9,46,62,61,0.2,0.2,0.2
1,85,21,50,0.01,0.01,0.01
6,95,23,54,0.06,0.06,0.06
6,102,29,57,0.06,0.06,0.06
5,105,33,78,0.05,0.05,0.05
6,103,30,84,0.06,0.06,0.06
